TERM CODE,Term Desc,Term,PERSON ID,Subject,Catalog Number,Subject Catalog Number,Campus Code,Course Grade Official,Class GPA,student_id,target_course_id,target_term_label,target_term_index,target_attempt_number,target_grade_code,target_grade_points,target_outcome_code,target_pass_flag,course_sort_order,course_level,pathway_band,student_start_term_index,relative_term_index,math_path_sequence_number,prior_attempt_count_course_family,prior_fail_count_course_family,prior_withdraw_count_course_family,repeat_flag,previous_course_id,previous_term_index,next_course_id,next_term_index,next_outcome_code,next_pass_flag,transition_type,terms_to_next_course_family,stopout_flag,stopout_censor_flag,observation_end_term_index,pass_threshold_points_used,stopout_term_threshold_used,repeat_semantics_used,next_scope_used,same_term_order_rule_used,term_index_scheme_used,network_row_flag,network_source,network_destination,network_edge_weight,network_node_group,network_link_label,network_tooltip_detail,network_repeat_stage,sankey_row_flag,sankey_path_key,sankey_anchor_course_id,sankey_trace_direction,sankey_start_node,sankey_intermediate_1,sankey_intermediate_2,sankey_intermediate_3,sankey_intermediate_4,sankey_intermediate_5,sankey_end_node,sankey_flow_weight,sankey_path_group,sankey_sort_key,sankey_tooltip_detail
2235,2023 Summer Semester,2023 Sum,900000001,MATH,106,MATH 106,TRIC,B,3.0,900000001,MATH 106,2023 Sum,2235,1,B,3.0,pass,1,30,gateway,algebra,2235,0,1,0,0,0,0,,,MATH 171,2237,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 171,1,course,Advanced / Changed Course,MATH 106 2023 Sum grade B; next=MATH 171; outcome=pass,1,1,900000001-path-1,MATH 220 (Repeat 1),forward_from_first_math,MATH 106,MATH 171,MATH 172,MATH 220,,,MATH 220 (Repeat 1),1,Repeat/Stopout Risk,2235,900000001: MATH 106 -> MATH 171 -> MATH 172 -> MATH 220 -> MATH 220 (Repeat 1)
2243,2024 Spring Semester,2024 Spr,900000089,MATH,172,MATH 172,SPOKA,D+,1.3,900000089,MATH 172,2024 Spr,2243,1,D+,1.3,fail,0,60,advanced,calculus,2235,2,3,2,0,1,0,MATH 171,2237,MATH 216,2245,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,MATH 216,1,course,Advanced / Changed Course,MATH 172 2024 Spr grade D+; next=MATH 216; outcome=fail,1,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000089,MATH,216,MATH 216,SPOKA,C-,1.7,900000089,MATH 216,2024 Sum,2245,1,C-,1.7,fail,0,90,advanced,calculus,2235,3,4,3,1,1,0,MATH 172,2243,MATH 216,2247,withdraw,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 216,MATH 216,1,repeat,Repeated Same Course,MATH 216 2024 Sum grade C-; next=MATH 216; outcome=fail,1,0,,,,,,,,,,,,,,
2247,2024 Fall Semester,2024 Fall,900000089,MATH,216,MATH 216,SPOKA,W,,900000089,MATH 216,2024 Fall,2247,2,W,,withdraw,0,90,advanced,calculus,2235,4,5,4,2,1,1,MATH 216,2245,MATH 220,2253,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 216,MATH 220,1,course,Advanced / Changed Course,MATH 216 2024 Fall grade W; next=MATH 220; outcome=withdraw,2,0,,,,,,,,,,,,,,
2253,2025 Spring Semester,2025 Spr,900000089,MATH,220,MATH 220,SPOKA,D+,1.3,900000089,MATH 220,2025 Spr,2253,1,D+,1.3,fail,0,100,advanced,linear_algebra,2235,5,6,5,2,2,0,MATH 216,2247,MATH 220,2257,pass,1,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,MATH 220,1,repeat,Repeated Same Course,MATH 220 2025 Spr grade D+; next=MATH 220; outcome=fail,1,0,,,,,,,,,,,,,,
2257,2025 Fall Semester,2025 Fall,900000089,MATH,220,MATH 220,SPOKA,C+,2.3,900000089,MATH 220,2025 Fall,2257,2,C+,2.3,pass,1,100,advanced,linear_algebra,2235,6,7,6,3,2,1,MATH 220,2253,,,,,terminal,,0,1,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,0,MATH 220,,1,target,Censored Recent Term,MATH 220 2025 Fall grade C+; next=censored; outcome=pass,2,0,,,,,,,,,,,,,,
2227,2022 Fall Semester,2022 Fall,900000090,MATH,171,MATH 171,PULLM,C-,1.7,900000090,MATH 171,2022 Fall,2227,1,C-,1.7,fail,0,50,gateway,calculus,2227,0,1,0,0,0,0,,,MATH 172,2233,withdraw,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 172,1,course,Advanced / Changed Course,MATH 171 2022 Fall grade C-; next=MATH 172; outcome=fail,1,1,900000090-path-1,MATH 220,forward_from_first_math,MATH 171,MATH 172,MATH 216,,,,MATH 220,1,Repeat/Stopout Risk,2227,900000090: MATH 171 -> MATH 172 -> MATH 216 -> MATH 220
2233,2023 Spring Semester,2023 Spr,900000090,MATH,172,MATH 172,PULLM,W,,900000090,MATH 172,2023 Spr,2233,1,W,,withdraw,0,60,advanced,calculus,2227,1,2,1,1,0,0,MATH 171,2227,MATH 216,2235,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,MATH 216,1,course,Advanced / Changed Course,MATH 172 2023 Spr grade W; next=MATH 216; outcome=withdraw,1,0,,,,,,,,,,,,,,
2235,2023 Summer Semester,2023 Sum,900000090,MATH,216,MATH 216,PULLM,B,3.0,900000090,MATH 216,2023 Sum,2235,1,B,3.0,pass,1,90,advanced,calculus,2227,2,3,2,1,1,0,MATH 172,2233,MATH 220,2237,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 216,MATH 220,1,course,Advanced / Changed Course,MATH 216 2023 Sum grade B; next=MATH 220; outcome=pass,1,0,,,,,,,,,,,,,,
2237,2023 Fall Semester,2023 Fall,900000090,MATH,220,MATH 220,PULLM,D,1.0,900000090,MATH 220,2023 Fall,2237,1,D,1.0,fail,0,100,advanced,linear_algebra,2227,3,4,3,1,1,0,MATH 216,2235,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,No Further Course,1,target,No Further Course,MATH 220 2023 Fall grade D; next=No Further Course; outcome=fail,1,0,,,,,,,,,,,,,,
2235,2023 Summer Semester,2023 Sum,900000091,MATH,220,MATH 220,PULLM,A,4.0,900000091,MATH 220,2023 Sum,2235,1,A,4.0,pass,1,100,advanced,linear_algebra,2235,0,1,0,0,0,0,,,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,No Further Course,1,target,No Further Course,MATH 220 2023 Sum grade A; next=No Further Course; outcome=pass,1,1,900000091-path-1,No Further Course,forward_from_first_math,MATH 220,,,,,,No Further Course,1,Completed/Persisted,2235,900000091: MATH 220 -> No Further Course
2233,2023 Spring Semester,2023 Spr,900000092,MATH,171,MATH 171,TRIC,D+,1.3,900000092,MATH 171,2023 Spr,2233,1,D+,1.3,fail,0,50,gateway,calculus,2233,0,1,0,0,0,0,,,MATH 172,2237,fail,0,forward,2,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 172,1,course,Advanced / Changed Course,MATH 171 2023 Spr grade D+; next=MATH 172; outcome=fail,1,1,900000092-path-1,MATH 220,forward_from_first_math,MATH 171,MATH 172,MATH 172 (Repeat 1),MATH 216,,,MATH 220,1,Repeat/Stopout Risk,2233,900000092: MATH 171 -> MATH 172 -> MATH 172 (Repeat 1) -> MATH 216 -> MATH 220
2237,2023 Fall Semester,2023 Fall,900000092,MATH,172,MATH 172,TRIC,D,1.0,900000092,MATH 172,2023 Fall,2237,1,D,1.0,fail,0,60,advanced,calculus,2233,2,2,1,1,0,0,MATH 171,2233,MATH 172,2243,fail,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,MATH 172,1,repeat,Repeated Same Course,MATH 172 2023 Fall grade D; next=MATH 172; outcome=fail,1,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000092,MATH,172,MATH 172,TRIC,F,0.0,900000092,MATH 172,2024 Spr,2243,2,F,0.0,fail,0,60,advanced,calculus,2233,3,3,2,2,0,1,MATH 172,2237,MATH 216,2245,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,MATH 216,1,course,Advanced / Changed Course,MATH 172 2024 Spr grade F; next=MATH 216; outcome=fail,2,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000092,MATH,216,MATH 216,TRIC,B,3.0,900000092,MATH 216,2024 Sum,2245,1,B,3.0,pass,1,90,advanced,calculus,2233,4,4,3,3,0,0,MATH 172,2243,MATH 220,2247,withdraw,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 216,MATH 220,1,course,Advanced / Changed Course,MATH 216 2024 Sum grade B; next=MATH 220; outcome=pass,1,0,,,,,,,,,,,,,,
2247,2024 Fall Semester,2024 Fall,900000092,MATH,220,MATH 220,TRIC,W,,900000092,MATH 220,2024 Fall,2247,1,W,,withdraw,0,100,advanced,linear_algebra,2233,5,5,4,3,0,0,MATH 216,2245,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,No Further Course,1,target,No Further Course,MATH 220 2024 Fall grade W; next=No Further Course; outcome=withdraw,1,0,,,,,,,,,,,,,,
2233,2023 Spring Semester,2023 Spr,900000093,MATH,140,MATH 140,VANCO,D,1.0,900000093,MATH 140,2023 Spr,2233,1,D,1.0,fail,0,45,gateway,statistics,2233,0,1,0,0,0,0,,,MATH 140,2235,fail,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 140,MATH 140,1,repeat,Repeated Same Course,MATH 140 2023 Spr grade D; next=MATH 140; outcome=fail,1,1,900000093-path-1,MATH 202,forward_from_first_math,MATH 140,MATH 140 (Repeat 1),MATH 201,MATH 201 (Repeat 1),,,MATH 202,1,Repeat/Stopout Risk,2233,900000093: MATH 140 -> MATH 140 (Repeat 1) -> MATH 201 -> MATH 201 (Repeat 1) -> MATH 202
2235,2023 Summer Semester,2023 Sum,900000093,MATH,140,MATH 140,VANCO,F,0.0,900000093,MATH 140,2023 Sum,2235,2,F,0.0,fail,0,45,gateway,statistics,2233,1,2,1,1,0,1,MATH 140,2233,MATH 201,2237,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 140,MATH 201,1,course,Advanced / Changed Course,MATH 140 2023 Sum grade F; next=MATH 201; outcome=fail,2,0,,,,,,,,,,,,,,
2237,2023 Fall Semester,2023 Fall,900000093,MATH,201,MATH 201,VANCO,C-,1.7,900000093,MATH 201,2023 Fall,2237,1,C-,1.7,fail,0,70,advanced,quantitative_reasoning,2233,2,3,2,2,0,0,MATH 140,2235,MATH 201,2243,pass,1,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 201,MATH 201,1,repeat,Repeated Same Course,MATH 201 2023 Fall grade C-; next=MATH 201; outcome=fail,1,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000093,MATH,201,MATH 201,VANCO,A-,3.7,900000093,MATH 201,2024 Spr,2243,2,A-,3.7,pass,1,70,advanced,quantitative_reasoning,2233,3,4,3,3,0,1,MATH 201,2237,MATH 202,2245,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 201,MATH 202,1,course,Advanced / Changed Course,MATH 201 2024 Spr grade A-; next=MATH 202; outcome=pass,2,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000093,MATH,202,MATH 202,VANCO,F,0.0,900000093,MATH 202,2024 Sum,2245,1,F,0.0,fail,0,80,advanced,quantitative_reasoning,2233,4,5,4,3,0,0,MATH 201,2243,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 202,No Further Course,1,course,No Further Course,MATH 202 2024 Sum grade F; next=No Further Course; outcome=fail,1,0,,,,,,,,,,,,,,
2233,2023 Spring Semester,2023 Spr,900000094,MATH,201,MATH 201,PULLM,W,,900000094,MATH 201,2023 Spr,2233,1,W,,withdraw,0,70,advanced,quantitative_reasoning,2233,0,1,0,0,0,0,,,MATH 202,2235,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 201,MATH 202,1,course,Advanced / Changed Course,MATH 201 2023 Spr grade W; next=MATH 202; outcome=withdraw,1,1,900000094-path-1,MATH 220 (Repeat 1),forward_from_first_math,MATH 201,MATH 202,MATH 220,,,,MATH 220 (Repeat 1),1,Repeat/Stopout Risk,2233,900000094: MATH 201 -> MATH 202 -> MATH 220 -> MATH 220 (Repeat 1)
2235,2023 Summer Semester,2023 Sum,900000094,MATH,202,MATH 202,PULLM,A-,3.7,900000094,MATH 202,2023 Sum,2235,1,A-,3.7,pass,1,80,advanced,quantitative_reasoning,2233,1,2,1,0,1,0,MATH 201,2233,MATH 220,2237,withdraw,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 202,MATH 220,1,course,Advanced / Changed Course,MATH 202 2023 Sum grade A-; next=MATH 220; outcome=pass,1,0,,,,,,,,,,,,,,
2237,2023 Fall Semester,2023 Fall,900000094,MATH,220,MATH 220,PULLM,W,,900000094,MATH 220,2023 Fall,2237,1,W,,withdraw,0,100,advanced,linear_algebra,2233,2,3,2,0,1,0,MATH 202,2235,MATH 220,2243,withdraw,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,MATH 220,1,repeat,Repeated Same Course,MATH 220 2023 Fall grade W; next=MATH 220; outcome=withdraw,1,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000094,MATH,220,MATH 220,PULLM,W,,900000094,MATH 220,2024 Spr,2243,2,W,,withdraw,0,100,advanced,linear_algebra,2233,3,4,3,0,2,1,MATH 220,2237,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,No Further Course,1,target,No Further Course,MATH 220 2024 Spr grade W; next=No Further Course; outcome=withdraw,2,0,,,,,,,,,,,,,,
2233,2023 Spring Semester,2023 Spr,900000095,MATH,106,MATH 106,PULLM,D,1.0,900000095,MATH 106,2023 Spr,2233,1,D,1.0,fail,0,30,gateway,algebra,2233,0,1,0,0,0,0,,,MATH 106,2235,pass,1,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 106,1,repeat,Repeated Same Course,MATH 106 2023 Spr grade D; next=MATH 106; outcome=fail,1,1,900000095-path-1,MATH 220 (Repeat 1),forward_from_first_math,MATH 106,MATH 106 (Repeat 1),MATH 171,MATH 172,MATH 220,,MATH 220 (Repeat 1),1,Completed/Persisted,2233,900000095: MATH 106 -> MATH 106 (Repeat 1) -> MATH 171 -> MATH 172 -> MATH 220 -> MATH 220 (Repeat 1)
2235,2023 Summer Semester,2023 Sum,900000095,MATH,106,MATH 106,PULLM,B-,2.7,900000095,MATH 106,2023 Sum,2235,2,B-,2.7,pass,1,30,gateway,algebra,2233,1,2,1,1,0,1,MATH 106,2233,MATH 171,2243,pass,1,forward,2,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 171,1,course,Advanced / Changed Course,MATH 106 2023 Sum grade B-; next=MATH 171; outcome=pass,2,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000095,MATH,171,MATH 171,PULLM,B-,2.7,900000095,MATH 171,2024 Spr,2243,1,B-,2.7,pass,1,50,gateway,calculus,2233,3,3,2,1,0,0,MATH 106,2235,MATH 172,2245,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 172,1,course,Advanced / Changed Course,MATH 171 2024 Spr grade B-; next=MATH 172; outcome=pass,1,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000095,MATH,172,MATH 172,PULLM,D+,1.3,900000095,MATH 172,2024 Sum,2245,1,D+,1.3,fail,0,60,advanced,calculus,2233,4,4,3,1,0,0,MATH 171,2243,MATH 220,2253,fail,0,forward,2,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,MATH 220,1,course,Advanced / Changed Course,MATH 172 2024 Sum grade D+; next=MATH 220; outcome=fail,1,0,,,,,,,,,,,,,,
2253,2025 Spring Semester,2025 Spr,900000095,MATH,220,MATH 220,PULLM,C-,1.7,900000095,MATH 220,2025 Spr,2253,1,C-,1.7,fail,0,100,advanced,linear_algebra,2233,6,5,4,2,0,0,MATH 172,2245,MATH 220,2257,pass,1,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,MATH 220,1,repeat,Repeated Same Course,MATH 220 2025 Spr grade C-; next=MATH 220; outcome=fail,1,0,,,,,,,,,,,,,,
2257,2025 Fall Semester,2025 Fall,900000095,MATH,220,MATH 220,PULLM,C+,2.3,900000095,MATH 220,2025 Fall,2257,2,C+,2.3,pass,1,100,advanced,linear_algebra,2233,7,6,5,3,0,1,MATH 220,2253,,,,,terminal,,0,1,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,0,MATH 220,,1,target,Censored Recent Term,MATH 220 2025 Fall grade C+; next=censored; outcome=pass,2,0,,,,,,,,,,,,,,
2235,2023 Summer Semester,2023 Sum,900000096,MATH,201,MATH 201,VANCO,D+,1.3,900000096,MATH 201,2023 Sum,2235,1,D+,1.3,fail,0,70,advanced,quantitative_reasoning,2235,0,1,0,0,0,0,,,MATH 202,2243,fail,0,forward,2,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 201,MATH 202,1,course,Advanced / Changed Course,MATH 201 2023 Sum grade D+; next=MATH 202; outcome=fail,1,1,900000096-path-1,MATH 220 (Repeat 1),forward_from_first_math,MATH 201,MATH 202,MATH 220,,,,MATH 220 (Repeat 1),1,Completed/Persisted,2235,900000096: MATH 201 -> MATH 202 -> MATH 220 -> MATH 220 (Repeat 1)
2243,2024 Spring Semester,2024 Spr,900000096,MATH,202,MATH 202,VANCO,D,1.0,900000096,MATH 202,2024 Spr,2243,1,D,1.0,fail,0,80,advanced,quantitative_reasoning,2235,2,2,1,1,0,0,MATH 201,2235,MATH 220,2245,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 202,MATH 220,1,course,Advanced / Changed Course,MATH 202 2024 Spr grade D; next=MATH 220; outcome=fail,1,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000096,MATH,220,MATH 220,VANCO,F,0.0,900000096,MATH 220,2024 Sum,2245,1,F,0.0,fail,0,100,advanced,linear_algebra,2235,3,3,2,2,0,0,MATH 202,2243,MATH 220,2247,pass,1,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,MATH 220,1,repeat,Repeated Same Course,MATH 220 2024 Sum grade F; next=MATH 220; outcome=fail,1,0,,,,,,,,,,,,,,
2247,2024 Fall Semester,2024 Fall,900000096,MATH,220,MATH 220,VANCO,C+,2.3,900000096,MATH 220,2024 Fall,2247,2,C+,2.3,pass,1,100,advanced,linear_algebra,2235,4,4,3,3,0,1,MATH 220,2245,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 220,No Further Course,1,target,No Further Course,MATH 220 2024 Fall grade C+; next=No Further Course; outcome=pass,2,0,,,,,,,,,,,,,,
2233,2023 Spring Semester,2023 Spr,900000097,MATH,103,MATH 103,PULLM,D,1.0,900000097,MATH 103,2023 Spr,2233,1,D,1.0,fail,0,20,gateway,algebra,2233,0,1,0,0,0,0,,,MATH 106,2235,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 103,MATH 106,1,course,Advanced / Changed Course,MATH 103 2023 Spr grade D; next=MATH 106; outcome=fail,1,1,900000097-path-1,MATH 172,forward_from_first_math,MATH 103,MATH 106,MATH 171,,,,MATH 172,1,Completed/Persisted,2233,900000097: MATH 103 -> MATH 106 -> MATH 171 -> MATH 172
2235,2023 Summer Semester,2023 Sum,900000097,MATH,106,MATH 106,PULLM,B-,2.7,900000097,MATH 106,2023 Sum,2235,1,B-,2.7,pass,1,30,gateway,algebra,2233,1,2,1,1,0,0,MATH 103,2233,MATH 171,2237,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 171,1,course,Advanced / Changed Course,MATH 106 2023 Sum grade B-; next=MATH 171; outcome=pass,1,0,,,,,,,,,,,,,,
2237,2023 Fall Semester,2023 Fall,900000097,MATH,171,MATH 171,PULLM,B-,2.7,900000097,MATH 171,2023 Fall,2237,1,B-,2.7,pass,1,50,gateway,calculus,2233,2,3,2,1,0,0,MATH 106,2235,MATH 172,2243,pass,1,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 172,1,course,Advanced / Changed Course,MATH 171 2023 Fall grade B-; next=MATH 172; outcome=pass,1,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000097,MATH,172,MATH 172,PULLM,C,2.0,900000097,MATH 172,2024 Spr,2243,1,C,2.0,pass,1,60,advanced,calculus,2233,3,4,3,1,0,0,MATH 171,2237,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 172,No Further Course,1,course,No Further Course,MATH 172 2024 Spr grade C; next=No Further Course; outcome=pass,1,0,,,,,,,,,,,,,,
2233,2023 Spring Semester,2023 Spr,900000098,MATH,100,MATH 100,SPOKA,W,,900000098,MATH 100,2023 Spr,2233,1,W,,withdraw,0,10,developmental,algebra,2233,0,1,0,0,0,0,,,MATH 100,2235,fail,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 100,MATH 100,1,repeat,Repeated Same Course,MATH 100 2023 Spr grade W; next=MATH 100; outcome=withdraw,1,1,900000098-path-1,MATH 171,forward_from_first_math,MATH 100,MATH 100 (Repeat 1),MATH 103,MATH 106,,,MATH 171,1,Repeat/Stopout Risk,2233,900000098: MATH 100 -> MATH 100 (Repeat 1) -> MATH 103 -> MATH 106 -> MATH 171
2235,2023 Summer Semester,2023 Sum,900000098,MATH,100,MATH 100,SPOKA,D,1.0,900000098,MATH 100,2023 Sum,2235,2,D,1.0,fail,0,10,developmental,algebra,2233,1,2,1,0,1,1,MATH 100,2233,MATH 103,2237,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 100,MATH 103,1,course,Advanced / Changed Course,MATH 100 2023 Sum grade D; next=MATH 103; outcome=fail,2,0,,,,,,,,,,,,,,
2237,2023 Fall Semester,2023 Fall,900000098,MATH,103,MATH 103,SPOKA,F,0.0,900000098,MATH 103,2023 Fall,2237,1,F,0.0,fail,0,20,gateway,algebra,2233,2,3,2,1,1,0,MATH 100,2235,MATH 106,2243,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 103,MATH 106,1,course,Advanced / Changed Course,MATH 103 2023 Fall grade F; next=MATH 106; outcome=fail,1,0,,,,,,,,,,,,,,
2243,2024 Spring Semester,2024 Spr,900000098,MATH,106,MATH 106,SPOKA,D,1.0,900000098,MATH 106,2024 Spr,2243,1,D,1.0,fail,0,30,gateway,algebra,2233,3,4,3,2,1,0,MATH 103,2237,MATH 171,2245,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 171,1,course,Advanced / Changed Course,MATH 106 2024 Spr grade D; next=MATH 171; outcome=fail,1,0,,,,,,,,,,,,,,
2245,2024 Summer Semester,2024 Sum,900000098,MATH,171,MATH 171,SPOKA,C-,1.7,900000098,MATH 171,2024 Sum,2245,1,C-,1.7,fail,0,50,gateway,calculus,2233,4,5,4,3,1,0,MATH 106,2243,,,,,terminal,,1,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,No Further Course,1,course,No Further Course,MATH 171 2024 Sum grade C-; next=No Further Course; outcome=fail,1,0,,,,,,,,,,,,,,
2227,2022 Fall Semester,2022 Fall,900000099,MATH,106,MATH 106,PULLM,A,4.0,900000099,MATH 106,2022 Fall,2227,1,A,4.0,pass,1,30,gateway,algebra,2227,0,1,0,0,0,0,,,MATH 171,2233,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 106,MATH 171,1,course,Advanced / Changed Course,MATH 106 2022 Fall grade A; next=MATH 171; outcome=pass,1,1,900000099-path-1,MATH 220 (Repeat 1),forward_from_first_math,MATH 106,MATH 171,MATH 171 (Repeat 1),MATH 172,MATH 172 (Repeat 1),MATH 220,MATH 220 (Repeat 1),1,Completed/Persisted,2227,900000099: MATH 106 -> MATH 171 -> MATH 171 (Repeat 1) -> MATH 172 -> MATH 172 (Repeat 1) -> MATH 220 -> MATH 220 (Repeat 1)
2233,2023 Spring Semester,2023 Spr,900000099,MATH,171,MATH 171,PULLM,D,1.0,900000099,MATH 171,2023 Spr,2233,1,D,1.0,fail,0,50,gateway,calculus,2227,1,2,1,0,0,0,MATH 106,2227,MATH 171,2235,withdraw,0,repeat,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 171,1,repeat,Repeated Same Course,MATH 171 2023 Spr grade D; next=MATH 171; outcome=fail,1,0,,,,,,,,,,,,,,
2235,2023 Summer Semester,2023 Sum,900000099,MATH,171,MATH 171,PULLM,W,,900000099,MATH 171,2023 Sum,2235,2,W,,withdraw,0,50,gateway,calculus,2227,2,3,2,1,0,1,MATH 171,2233,MATH 172,2237,fail,0,forward,1,0,0,2257,2.0,2,all_attempts,immediate_next_course_family,course_sort_order,SDW STRM YYYT,1,MATH 171,MATH 172,1,course,Advanced / Changed Course,MATH 171 2023 Sum grade W; next=MATH 172; outcome=withdraw,2,0,,,,,,,,,,,,,,
